milisegundos,datos
2290,1948
2300,1985
2310,1954
2320,1906
2330,2291
2340,1939
2350,1898
2360,1935
2370,1966
2380,1840
2390,1971
2400,1955
2410,1914
2420,1893
2430,1887
2440,1895
2450,1890
2460,1905
2470,1939
2480,1955
2490,1967
2500,1973
2510,1968
2520,1954
2530,1933
2540,1914
2550,1902
2560,1884
2570,1899
2580,1888
2590,1897
2600,1919
2610,1921
2620,1947
2630,1963
2640,1981
2650,1957
2660,1957
2670,1936
2680,1942
2690,1909
2700,1895
2710,1894
2720,1900
2730,1881
2740,1889
2750,1905
2760,1909
2770,1911
2780,1931
2790,1966
2800,1968
2810,1968
2820,1951
2830,1939
2840,1936
2850,1907
2860,1897
2870,1879
2880,1859
2890,1890
2901,1902
2910,1887
2920,1911
2930,1938
2940,1920
2950,2045
2960,1968
2970,1961
2980,1968
2990,1964
3000,1923
3010,1904
3020,1888
3030,1885
3040,1885
3050,1901
3060,1911
3070,1923
3080,1953
3090,1968
3100,1977
3110,1835
3120,1963
3130,1936
3140,1907
3150,1915
3160,1895
3170,1887
3180,1888
3190,1917
3200,1904
3210,1925
3220,1958
3230,1970
3240,1975
3250,1967
3260,1956
3270,1942
3280,1911
3290,1898
3300,1882
3310,1895
3320,1887
3330,1906
3340,1922
3350,1939
3360,1974
3370,1978
3380,1973
3390,1942
3400,1931
3410,1919
3420,1903
3430,1879
3440,1877
3450,1877
3460,1905
3470,1916
3480,1961
3490,1968
3500,1965
3510,1968
3520,1950
3530,1943
3540,1915
3550,2303
3560,1958
3570,1882
3580,1887
3590,1904
3600,1922
3610,1937
3620,1968
3630,1978
3640,1963
3650,1950
3660,1934
3670,1906
3680,1884
3690,1872
3700,1874
3710,1891
3720,1887
3730,1905
3740,1964
3750,1968
3760,1977
3770,1962
3780,1941
3790,1921
3800,1913
3810,1903
3820,1877
3830,1894
3840,1899
3850,1909
3860,1943
3870,1962
3880,1971
3890,1958
3900,1977
3910,1950
3920,1922
3930,1909
3940,1877
3950,1874
3960,1885
3970,1906
3980,1923
3990,1942
4000,1967
4010,1977
4020,1968
4030,1959
4040,1916
4050,1901
4060,1882
4070,1887
4080,1883
4090,1908
4100,1922
4110,1936
4120,1967
4130,1967
4140,1962
4150,1961
4160,2244
4170,2037
4180,1849
4190,2037
4200,1840
4210,1989
4220,1843
4230,2012
4240,1885
4250,1912
4260,2005
4270,1904
4280,1872
4290,1920
4300,1987
4310,1974
4320,1910
4330,1879
4340,1879
4350,1906
4360,1956
4370,1985
4380,1959
4390,1947
4400,1895
4410,1883
4420,1897
4430,1884
4440,1901
4450,1905
4460,1936
4470,1939
4480,1957
4490,1971
4500,1970
4510,1957
4520,1941
4530,1891
4540,1919
4550,1882
4560,1891
4570,1883
4580,1904
4590,1904
4600,1911
4610,1937
4620,1958
4630,1977
4640,1966
4650,1968
4660,1962
4670,1936
4680,1929
4690,1902
4700,1901
4710,1879
4720,1876
4730,1897
4740,1904
4750,1914
4760,1936
4770,2293
4780,2029
4790,1968
4800,1949
4810,1962
4820,1966
4830,1936
4840,1921
4850,1776
4860,1893
4870,1877
4880,1885
4890,1884
4900,1903
4910,1913
4920,1922
4930,1954
4940,1955
4950,1972
4960,1970
4970,1951
4980,1939
4990,1917
5000,1926
5010,1879
5020,1887
5030,1883
5040,1890
5050,1904
5060,1904
5070,1926
5080,1958
5090,1982
5100,1965
5110,1963
5120,1955
5130,1959
5140,1922
5150,1891
5160,1889
5170,1888
5180,1879
5190,1903
5200,1899
5210,1936
5220,1942
5230,1948
5240,1968
5250,1969
5260,1968
5270,1937
5280,1938
5290,1921
5300,1821
5310,1882
5320,1886
5330,1873
5340,1893
5350,1904
5360,1938
5370,1963
5380,2367
5390,2046
5400,1972
5410,1971
5420,1937
5430,1926
5440,1906
5450,1885
5460,1900
5470,1889
5480,1895
5490,1901
5500,1909
5510,1947
5520,1967
5530,1968
5540,1978
5550,1958
5560,1947
5570,1942
5580,1905
5590,1884
5600,1885
5610,1874
5620,1895
5630,1904
5640,1923
5650,1946
5660,1968
5670,1966
5680,1983
5690,1968
5700,1936
5710,1927
5720,1903
5730,1894
5740,1888
5750,1872
5760,1900
5770,1893
5780,1936
5790,1943
5800,1963
5810,1979
5820,1973
5830,1955
5840,1942
5850,1929
5860,1898
5870,1907
5880,1888
5890,1890
5900,1899
5910,1916
5920,1927
5930,1962
5940,1953
5950,1968
5960,1980
5970,1950
5980,1942
5990,2337
6000,1995
6010,1884
6020,1876
6030,1886
6040,1899
6050,1922
6060,1938
6070,1963
6080,1995
6090,1971
6100,1968
6110,1955
6120,1935
6130,1914
6140,1891
6150,1874
6160,1888
6170,1894
6180,1906
6190,1973
6200,1904
6210,1971
6220,1808
6230,2022
6240,1862
6250,1984
6260,1840
6270,2013
6280,1912
6290,1886
6300,1995
6310,1951
6320,1872
6330,1894
6340,1968
6350,1985
6360,1946
6370,1906
6380,1871
6390,1895
6400,1921
6410,1961
6420,1984
6430,1982
6440,1961
6450,1925
6460,1903
6470,1889
6480,1887
6490,1887
6500,1904
6510,1913
6520,1936
6530,1966
6540,1979
6550,1969
6560,1965
6570,1957
6580,1936
6590,1918
6600,2382
6610,1975
6620,1616
6630,1894
6640,1895
6650,1913
6660,1920
6670,1959
6680,1952
6690,1968
6700,1968
6710,1973
6720,1941
6730,1923
6740,1893
6750,1899
6760,1914
6770,1887
6780,1899
6790,1894
6800,1899
6810,1915
6820,1947
6830,1959
6840,1983
6850,1985
6860,1968
6870,1954
6880,1947
6890,1921
6900,1902
6910,1890
6920,1885
6930,1889
6940,1890
6950,1920
6960,1931
6970,1965
6980,1968
6990,1970
7000,1983
7010,1966
7020,1945
7030,1913
7040,1911
7050,1879
7060,1890
7070,1878
7080,1888
7090,1892
7100,1930
7110,1961
7120,1965
7130,1975
7140,1963
7150,1963
7160,1936
7170,1907
7180,1882
7190,1879
7200,1893
7210,1885
7220,1995
7230,1935
7240,1961
7250,1975
7260,1987
7270,1967
7280,1927
7290,1910
7300,1904
7310,1889
7320,1879
7330,1886
7340,1920
7350,1942
7360,1968
7370,1975
7380,1965
7390,1954
7400,1936
7410,1910
7420,1894
7430,1875
7440,1887
7450,1904
7460,1934
7470,1949
7480,1968
7490,1983
7500,1963
7510,1943
7520,1909
7530,1891
7540,1889
7550,1891
7560,1892
7570,1920
7580,1927
7590,1957
7600,1977
7610,1965
7620,1969
7630,1949
7640,1904
7650,1895
7660,1874
7670,1878
7680,1893
7690,1904
7700,1949
7710,1962
7720,1963
7730,1979
7740,1961
7750,1943
7760,1910
7770,1867
7780,1886
7790,1878
7800,1897
7810,1925
7820,1939
7830,2019
7840,1983
7850,1954
7860,1933
7870,1933
7880,1905
7890,1894
7900,1918
7910,1886
7920,1664
7930,1922
7940,1952
7950,1965
7960,1975
7970,1952
7980,1949
7990,1901
8000,1904
8010,1872
8020,1902
8030,1902
8040,1935
8050,1961
8060,1974
8070,1969
8080,1967
8090,1936
8100,1899
8110,1894
8120,1893
8130,1904
8140,1925
8150,1941
8160,1968
8170,1975
8180,1970
8190,1936
8200,1904
8210,1877
8220,1890
8230,1993
8240,1842
8250,2042
8260,1870
8270,1920
8280,1920
8290,1933
8300,1866
8310,2025
8320,1894
8330,1879
8340,1998
8350,1950
8360,1865
8370,1879
8380,1939
8390,2000
8400,1962
8410,1904
8420,1881
8431,2165
8440,1986
8450,1953
8460,1979
8470,1975
8480,1959
8490,1910
8500,1894
8510,1861
8520,1883
8530,1898
8540,1907
8550,1946
8560,1963
8570,1977
8580,1968
8590,1950
8600,1922
8610,1904
8620,1886
8630,1877
8640,1887
8650,1963
8660,1988
8670,1954
8680,1918
8690,1878
8700,1888
8710,1899
8720,1952
8730,1977
8740,1991
8750,1968
8760,1935
8770,1897
8780,1877
8790,1879
8800,1881
8810,1881
8820,1932
8830,1949
8840,1966
8850,1968
8860,1980
8870,1951
8880,1942
8890,1904
8900,1897
8910,1886
8920,1879
8930,1951
8940,1984
8950,1979
8960,1930
8970,1894
8980,1892
8990,1889
9000,1929
9010,1966
9020,1985
9030,1973
9040,2353
9050,1991
9060,1907
9070,1891
9080,1879
9090,1879
9100,1911
9110,1943
9120,1958
9130,1964
9140,1970
9150,2022
9160,1946
9170,1933
9180,1889
9190,1879
9200,1871
9210,1888
9220,1904
9230,1911
9240,1958
9250,1964
9260,1983
9270,1980
9280,1955
9290,1936
9300,1904
9310,1891
9320,1882
9330,1886
9340,1960
9350,1917
9360,1952
9370,1967
9380,1983
9390,1968
9400,1957
9410,1904
9420,1897
9430,1894
9440,1808
9450,1883
9460,1903
9470,1929
9480,1955
9490,1987
9500,1982
9510,1904
9520,1855
9530,1882
9540,1879
9550,1987
9560,1958
9570,1907
9580,1872
9590,1879
9600,1915
9610,1951
9620,1969
9630,1971
9640,1970
9650,2305
9660,1970
9670,1894
9680,1877
9690,1904
9700,1927
9710,2013
9720,1980
9730,1975
9740,1966
9750,1963
9760,1916
9770,1904
9780,1890
9790,1879
9800,1883
9810,1901
9820,1933
9830,1953
9840,1968
9850,1990
9860,1947
9870,1950
9880,1930
9890,1907
9900,1872
9910,1881
9920,1890
9930,1928
9940,1938
9950,1981
9960,1971
9970,1985
9980,1950
9990,1936
10000,1901
10010,1871
10020,1873
10030,1887
10040,1915
10050,1948
10060,1968
10070,1972
10080,1964
10090,1938
10100,1893
10110,1883
10120,1877
10130,1890
10140,1920
10150,1939
10160,1979
10170,1990
10180,1971
10190,1952
10200,1918
10210,1898
10220,1875
10230,1886
10240,1886
10250,1937
10260,2416
10270,2054
10280,2054
10290,1965
10300,1931
10310,1918
10320,1883
10330,1872
10340,1880
10350,1911
10360,1936
10370,1968
10380,1985
10390,1968
10400,1961
10410,1909
10420,1887
10430,1869
10440,1888
10450,1905
10460,1923
10470,1964
10480,1987
10490,1991
10500,1962
10510,1945
10520,1909
10530,1890
10540,1883
10550,1885
10560,1911
10570,1929
10580,1950
10590,1982
10600,1983
10610,1967
10620,1943
10630,1904
10640,1873
10650,1875
10660,1891
10670,1919
10680,1932
10690,1961
10700,1988
10710,1968
10720,1951
10730,1931
10740,1889
10750,1895
10760,1882
10770,1897
10780,1919
10790,1942
10800,1937
10810,1966
10820,1975
10830,1933
10840,1936
10850,1905
10860,1878
10870,2231
10880,1968
10890,1893
10900,1917
10910,1950
10920,1968
10930,1967
10940,1946
10950,1939
10960,1920
10970,1872
10980,1892
10991,1889
11000,1989
11010,1965
11020,1911
11030,1878
11040,1893
11050,1899
11060,1933
11070,1979
11080,1968
11090,1969
11100,1935
11110,1926
11120,1897
11130,1877
11140,1872
11150,1909
11160,1913
11170,1936
11180,1953
11190,1968
11200,1975
11210,1958
11220,1904
11230,1861
11240,1888
11250,1936
11260,1961
11270,1975
11280,1936
11290,1913
11300,1895
11310,1879
11320,1885
11330,1911
11340,1946
11350,1969
11360,1968
11370,1971
11380,1934
11390,1919
11400,1910
11410,1883
11420,1877
11430,1895
11440,1922
11450,1988
11460,1971
11470,1901
11480,2191
11490,1974
11500,1968
11510,1987
11520,1959
11530,1920
11540,1877
11550,1887
11560,1907
11570,1938
11580,1968
11590,1986
11600,1974
11610,1936
11620,1921
11630,1879
11640,1879
11650,1890
11660,1911
11670,1936
11680,1969
11690,1968
11700,1979
11710,1951
11720,1906
11730,1887
11740,1872
11750,1873
11760,1902
11770,1930
11780,1942
11790,1968
11800,1968
11810,1887
11820,1933
11830,1913
11840,1906
11850,1863
11860,1890
11870,1894
11880,1926
11890,1956
11900,1956
11910,1967
11920,1971
11930,1925
11940,1919
11950,1889
11960,1875
11970,1877
11980,1875
11990,1905
12000,1918
12010,1957
12020,1977
12030,1973
12040,1953
12050,1915
12060,1906
12070,1889
12080,1881
12090,2278
12100,1979
12110,1957
12120,2096
12130,1968
12140,1968
12150,1950
12160,1920
12170,1893
12180,1871
12190,1904
12200,1893
12210,1918
12220,1937
12230,1972
12240,1985
12250,1953
12260,1922
12270,1901
12280,1874
12290,1883
12300,1890
12310,1937
12320,1966
12330,1971
12340,1978
12350,1951
12360,1911
12370,1888
12380,1895
12390,1884
12400,1904
12410,1927
12420,1936
12430,1987
12440,1967
12450,1959
12460,1936
12470,1904
12480,1873
12490,1879
12500,1895
12510,1927
12520,1950
12530,1978
12540,1975
12550,1969
12560,1936
12570,1899
12580,1879
12590,1877
12600,1893
12610,1916
12620,1939
12630,1965
12640,1975
12650,1969
12660,1949
12670,1920
12680,1904
12690,1888
12700,2249
12710,1970
12720,1935
12731,1929
12740,1968
12750,1972
12760,1964
12770,1926
12780,1895
12790,1878
12800,1882
12810,1889
12820,1919
12830,1911
12840,2000
12850,1926
12860,1863
12870,1877
12880,1925
12890,1969
12900,1998
12910,1954
12920,1904
12930,1888
12940,1878
12950,1892
12960,1930
12970,1951
12980,1970
12990,1981
13000,1951
13010,1900
13020,1885
13030,1883
13040,1892
13050,1903
13060,1910
13070,1953
13080,1982
13090,1983
13100,1907
13110,1872
13120,1875
13130,1935
13140,1975
13150,1988
13160,1953
13170,1913
13180,1888
13190,1875
13200,1897
13210,1927
13220,1963
13230,1969
13240,1985
13250,1968
13260,1923
13270,1919
13280,1904
13290,1872
13300,1893
13310,2262
13320,2000
13330,1979
13340,1968
13350,1982
13360,1956
13370,1936
13380,1897
13390,1882
13400,1890
13410,1936
13420,1968
13430,1939
13440,1901
13450,1870
13460,1902
13470,1951
13480,1979
13490,1982
13500,1950
13510,1886
13520,1973
13530,1878
13540,1874
13550,1937
13560,1942
13570,1955
13580,1981
13590,1958
13600,1936
13610,1933
13620,1902
13630,1884
13640,1875
13650,1894
13660,1926
13670,1948
13680,1983
13690,1959
13700,1879
13710,1874
13720,1935
13730,1969
13740,1983
13750,1952
13760,1915
13770,1879
13780,1872
13790,1915
13800,1939
13810,1963
13820,1955
13830,1957
13840,1936
13850,1913
13860,1896
13870,1887
13880,1875
13890,1911
13900,1930
13910,1959
13920,1979
13930,2047
13940,1949
13950,1934
13961,1975
13970,1895
13980,1883
13990,1885
14000,1886
14010,1926
14020,1948
14030,1968
14040,1968
14050,1957
14060,1941
14070,1914
14080,1902
14090,1875
14100,1872
14110,1895
14120,1925
14130,1942
14140,1963
14150,1977
14160,1968
14170,1959
14180,1917
14190,1897
14200,1895
14210,1879
14220,1893
14230,1917
14240,1930
14250,1946
14260,1982
14270,1974
14280,1947
14290,1932
14300,1904
14310,1882
14320,1813
14330,1895
14340,1911
14350,1929
14360,1950
14370,1969
14380,1969
14390,1951
14400,1918
14410,1904
14420,1878
14430,1884
14440,1902
14450,1918
14460,1930
14470,1965
14480,2039
14490,1967
14500,1934
14510,1903
14520,1894
14530,2250
14540,1936
14550,1917
14560,1954
14570,1972
14580,1887
14590,1949
14600,1937
14610,1913
14620,1883
14630,1894
14640,1886
14650,1914
14660,1933
14670,1967
14680,1981
14690,1963
14700,1936
14710,1904
14720,1883
14730,1874
14740,1888
14750,1917
14760,1946
14770,1959
14780,1969
14790,1959
14800,1943
14810,1913
14820,1885
14830,1895
14840,1906
14850,1917
14860,1930
14870,1968
14880,1981
14890,1963
14900,1959
14910,1915
14920,1890
14930,1882
14940,1886
14950,1907
14960,1925
14970,1951
14980,1969
14990,1977
15000,1947
15010,1927
15020,1885
15030,1879
15040,1962
15050,1904
15060,2001
15070,1861
15080,1863
15090,1905
15100,1916
15110,1925
15120,1920
15130,1922
15140,2355
15150,2002
15160,1930
15170,1915
15180,1921
15190,1925
15200,1934
15210,1920
15220,1919
15230,1915
15240,1922
15250,1922
15260,1919
15270,1918
15280,1903
15290,1922
15300,1919
15310,1927
15320,1925
15330,1917
15340,1922
15350,1915
15360,1927
15370,1915
15380,1922
15390,1930
15400,1922
15410,1933
15420,1919
15430,1917
15440,1932
15450,1920
15460,1923
15470,1930
15480,1924
15490,1922
15500,1927
15510,1920
15520,1922
15530,1931
15540,1912
15550,1925
15560,1922
15570,1925
15580,1915
15590,1923
15600,1920
15610,1936
15620,1920
15630,1935
15640,1911
15650,1933
15660,1930
15670,1934
15680,1920
15690,1924
15700,1936
15710,1921
15720,1924
15730,1914
15740,1919
15750,2286
15760,1995
15770,1925
15780,1917
15790,1925
15800,1948
15810,2000
15820,1925
15830,1919
15840,1923
15850,1924
15860,1918
15870,1922
15880,1931
15890,1917
15900,1922
15910,1923
15920,1929
15930,1929
15940,1919
15950,1921
15960,1927
15970,1916
15980,1924
15990,1915
16000,1921
16010,1931
16020,1941
16030,1924
16040,1909
16050,1912
16060,1913
16070,1923
16080,1907
16090,1918
16100,1935
16110,1923
16120,1925
16130,1923
16140,1923
16150,1917
16160,1917
16170,1921
16180,1936
16190,1936
16200,1919
16210,1937
16220,1920
16230,1929
16240,1922
16250,1904
16260,1907
16270,1936
16280,1909
16290,1933
16300,1930
16310,1923
16320,1914
16330,1923
16340,1925
16350,1933
16360,2286
16370,1996
16380,1931
16390,1927
16400,1920
16410,1917
16420,1925
16430,1932
16440,1936
16450,1919
16460,1921
16470,1914
16480,1940
16490,1922
16500,1923
16510,1920
16520,1936
16530,1921
16540,1936
16550,1925
16560,1927
16570,1911
16580,1921
16590,1935
16600,1925
16610,1936
16620,1927
16630,1939
16640,1930
16650,1927
16660,1920
16670,1923
16680,1899
16690,1919
16700,1931
16710,1920
16720,1924
16730,1933
16740,1920
16750,1922
16760,1888
16770,1929
16780,1934
16790,1936
16800,1930
16810,1920
16820,1938
16830,1917
16840,1927
16850,1918
16860,1923
16870,1914
16880,1920
16890,1921
16900,1920
16910,1931
16920,1937
16930,1923
16940,1931
16950,1925
16960,1926
16970,2313
16980,1991
16990,1933
17000,1932
17010,1920
17020,1930
17030,1941
17040,1920
17050,1929
17060,1917
17070,1921
17080,1920
17090,1922
17100,1926
17110,1924
17120,1920
17130,1907
17140,1927
17150,1909
17160,1914
17170,1931
17180,1934
17190,1933
17200,1920
17210,1919
17220,1936
17230,1932
17240,1918
17250,1923
17260,1912
17270,1936
17280,1909
17290,1931
17300,1941
17310,1918
17320,1919
17330,1929
17340,1920
17350,1935
17360,1923
17370,1925
17380,1924
17390,1922
17400,1923
17410,1922
17420,1919
17430,1929
17440,1840
17450,1931
17460,1925
17470,1925
17480,1915
17490,1919
17500,1920
17510,1921
17520,1918
17530,1915
17540,1921
17550,1941
17560,1919
17570,1911
17580,2318
17590,1991
17600,1920
17610,1922
17620,1914
17630,1927
17640,1923
17650,1941
17660,1927
17670,1936
17680,1932
17690,1911
17700,1915
17710,1918
17720,1920
17730,1904
17740,1939
17750,1919
17760,1917
17770,1922
17780,1907
17790,1920
17800,1919
17810,1919
17820,1938
17830,1921
17840,1927
17850,1931
17860,1927
17870,1917
17880,1922
17890,1933
17900,1922
17910,1922
17920,1947
17930,1919
17940,1911
17950,1920
17960,1936
17970,1919
17980,1923
17990,1911
18000,1917
18010,1915
18020,1936
18030,1933
18040,1927
18050,1921
18060,1934
18070,1920
18080,1922
18090,1934
18100,1923
18110,1926
18120,1920
18130,1917
18140,1918
18150,1932
18160,1920
18170,1936
18180,1933
18190,2339
18200,1987
18210,1918
18220,1917
18230,1936
18240,1915
18250,1923
18261,1921
18270,1921
18280,1917
18290,1935
18300,1930
18310,1930
18320,1921
18330,1926
18340,1914
18350,1926
18360,1925
18370,1922
18380,1923
18390,1909
18400,1919
18410,1924
18420,1926
18430,1936
18440,1937
18450,1881
18460,1925
18470,1932
18480,1936
18490,1923
18500,1933
18510,1924
18520,1909
18530,1922
18540,1925
18550,1920
18560,1939
18570,1920
18580,1916
18590,1923
18600,1933
18610,1910
18620,1919
18630,1925
18640,1931
18650,1923
18660,1919
18670,1929
18680,1926
18690,1919
18700,1930
18710,1926
18720,1933
18730,1918
18740,1921
18750,1936
18760,1924
18770,1930
18780,1911
18790,1931
18800,2320
18810,1988
18820,1904
18830,1935
18840,1925
18850,1923
18860,1914
18870,1927
18880,1984
18890,1907
18900,1930
18910,1925
18920,1936
18930,1923
18940,1919
18950,1926
18960,1933
18970,1926
18980,1920
18990,1941
19000,1922
19010,1930
19020,1917
19030,1917
19040,1921
19050,1929
19060,1919
19070,1936
19081,1920
19090,1923
19100,1919
19110,1922
19120,1920
19130,1917
19140,1918
19150,1914
19160,1923
19170,1911
19180,1919
19190,1952
19200,1925
19210,1922
19220,1933
19230,1918
19240,1923
19250,1920
19260,1917
19270,1926
19280,1934
19290,1920
19300,1938
19310,1923
19320,1917
19330,1920
19340,1918
19350,1921
19360,1923
19370,1921
19380,1930
19390,1921
19400,1936
19410,2347
19420,1986
19430,1933
19440,1934
19450,1927
19460,1936
19470,1919
19480,1939
19491,1931
19500,1925
19510,1923
19520,1921
19530,1931
19540,1921
19550,1906
19560,1925
19570,1919
19580,1926
19590,1935
19600,1930
19610,1922
19620,1925
19630,1936
19640,1922
19650,1921
19660,1920
19670,1931
19680,1909
19690,1910
19700,1919
19710,1927
19720,1917
19730,1919
19740,1923
19750,1920
19760,1927
19770,1936
19780,1902
19790,1920
19800,1925
19810,1925
19820,1919
19830,1936
19840,1933
19850,1931
19860,1915
19870,1936
19880,1934
19890,1924
19900,1918
19910,1933
19920,1917
19930,1917
19940,1925
19950,1931
19960,1927
19970,1922
19980,1919
19990,1925
20000,1905
20010,1951
20020,2304
20030,2003
20040,1939
20050,1930
20060,1916
20070,1921
20080,1893
20090,1888
20100,1905
20110,1922
20120,1951
20130,1933
20140,1906
20150,1935
20160,1921
20170,1929
20180,1933
20190,1915
20200,1913
20210,1936
20220,1901
20230,1935
20240,1936
20250,1910
20260,1953
20270,1875
20280,1911
20290,1904
20300,1917
20310,1923
20320,1931
20330,1935
20340,1919
20350,1921
20360,1916
20370,1915
20380,1930
20390,1931
20400,1919
20410,1922
20420,1927
20430,1936
20440,1919
20450,1933
20460,1913
20470,1917
20480,1920
20490,1933
20500,1920
20510,1918
20520,1919
20530,1936
20540,1911
20550,1922
20560,1939
20570,1931
20580,1934
20590,1918
20600,1931
20610,1923
20620,1909
20630,1925
20640,1989
20650,1917
20660,1936
20670,1922
20680,1920
20690,1924
20700,1911
20710,1920
20720,1911
20730,1914
20740,1918
20750,1917
20760,1920
20770,1925
20780,1931
20790,1923
20800,1929
20810,1922
20820,1920
20830,1923
20840,1911
20850,1930
20860,1936
20870,1927
20880,1919
20890,1921
20900,1923
20910,1936
20920,1922
20930,1927
20940,1930
20950,1933
20960,1927
20970,1920
20980,1931
20990,1929
21000,1933
21010,1923
21020,1929
21030,1936
21040,1934
21050,1914
21060,1916
21070,1934
21080,1923
21090,1905
21100,1910
21110,1923
21120,1922
21130,1926
21140,1927
21150,1931
21160,1923
21170,1929
21180,1913
21190,1931
21200,1927
21210,1923
21220,1928
21230,1933
21240,1922
21250,1997
21260,1925
21270,1923
21280,1907
21290,1907
21300,1924
21310,1928
21320,1916
21330,1917
21340,1923
21350,1927
21360,1925
21370,1927
21380,1915
21390,1915
21400,1915
21410,1931
21420,1930
21430,1918
21440,1929
21450,1921
21460,1911
21470,1919
21480,1911
21490,1907
21500,1910
21510,1915
21520,1915
21530,1921
21540,1921
21550,1917
21560,1925
21570,1923
21580,1923
21590,1925
21600,1926
21610,1922
21620,1919
21630,1915
21641,1887
21650,1902
21660,1923
21670,2013
21680,1916
21690,1908
21700,1888
21710,1948
21720,1959
21730,1939
21740,1936
21750,1911
21760,1889
21770,1949
21780,1924
21790,1894
21800,1949
21810,1899
21820,1930
21830,1935
21840,1904
21850,1966
21860,1986
21870,1917
21880,1941
21890,1903
21900,1935
21910,1941
21920,1904
21930,1946
21940,1897
21950,1921
21960,1963
21970,1904
21980,1911
21990,1968
22000,1923
22010,1899
22020,1917
22030,1937
22040,1951
22050,1920
22060,1904
22070,1903
22080,1911
22090,1935
22100,1951
22110,1953
22120,1968
22130,1963
22140,1956
22150,1969
22160,1958
22170,1957
22180,1956
22190,1940
22200,1953
22210,1947
22220,1949
22230,1947
22240,1944
22250,1934
22260,1935
22270,1932
22280,1936
22290,1929
22300,1934
22310,1937
22320,1935
22330,1904
22340,1927
22350,1949
22360,1930
22370,1930
22380,1923
22390,1935
22400,1933
22410,1934
22420,1945
22430,1927
22440,1966
22450,1970
22461,1957
22470,2002
22480,1922
22490,1919
22500,1897
22510,1877
22520,1890
22530,1890
22540,1887
22550,1898
22560,1909
22570,1915
22580,1920
22590,1934
22600,1929
22610,1927
22620,1941
22630,1947
22640,1947
22650,1951
22660,1971
22670,1981
22680,1962
22690,1973
22700,1968
22710,1944
22720,1950
22730,1923
22740,1950
22750,1923
22760,1937
22770,1918
22780,1905
22790,1906
22800,1894
22810,1888
22820,1883
22830,1894
22840,1889
22850,1885
22860,1875
22870,1897
22880,1907
22890,1907
22900,1929
22910,1948
22920,1951
22930,1968
22940,1979
22950,1963
22960,1971
22970,1950
22980,1954
22990,1941
23000,1923
23010,1907
23020,1908
23030,1895
23040,1882
23050,1886
23060,1882
23070,1884
23080,1959
23090,1915
23100,1918
23110,1936
23120,1950
23130,1955
23140,1975
23150,1961
23160,1952
23170,1936
23181,1915
23190,1917
23200,1909
23210,1903
23220,1887
23230,1886
23240,1904
23250,1904
23260,1915
23270,1919
23280,1942
23290,1952
23300,1968
23310,1966
23320,1946
23330,1951
23340,1936
23350,1919
23360,1871
23370,1906
23380,1938
23390,2070
23400,1969
23410,1946
23420,1905
23430,1884
23440,1877
23450,1891
