milisegundos,datos
2460,1968
2470,1941
2480,1925
2490,1935
2500,1939
2510,1939
2520,1935
2530,1953
2540,1947
2550,1936
2560,1939
2570,1936
2580,1936
2590,1931
2600,1936
2610,1941
2620,1941
2630,1931
2640,1953
2650,1946
2660,1930
2670,1935
2680,1945
2690,1922
2700,1919
2710,1919
2720,1930
2730,1936
2740,1934
2750,1936
2760,1943
2770,1936
2780,1925
2790,1936
2800,1941
2810,1936
2820,1954
2830,1938
2840,1920
2850,1941
2860,1936
2870,1950
2880,1929
2890,1927
2900,1927
2910,1935
2920,1935
2930,1940
2940,1930
2950,1949
2960,1936
2970,1937
2980,1920
2990,1920
3000,1931
3010,1936
3020,1930
3030,1933
3040,1946
3050,1938
3060,2253
3070,1971
3080,1939
3090,1949
3100,1931
3110,1942
3120,1936
3130,1943
3140,1930
3150,1935
3160,1939
3170,1946
3180,1930
3190,1936
3200,1942
3210,1951
3220,1936
3230,1918
3240,1936
3250,1932
3260,1936
3270,1931
3280,1936
3290,1919
3300,1970
3310,1943
3320,1937
3330,1936
3340,1940
3350,1947
3360,1936
3370,1936
3380,1938
3390,1933
3400,1936
3410,1936
3420,1943
3430,1938
3440,1930
3450,1936
3460,1939
3470,1933
3480,1941
3490,1943
3500,1872
3510,1933
3520,1936
3530,1841
3540,1936
3550,1932
3560,1936
3570,1936
3580,1926
3590,1945
3600,1925
3610,1936
3620,1946
3630,1951
3640,1942
3650,1938
3660,1948
3670,2105
3680,1984
3690,1945
3700,1936
3710,1939
3720,1929
3730,1946
3740,1947
3750,1936
3760,1946
3770,1938
3780,1936
3790,1926
3800,1958
3810,1947
3820,1930
3830,1937
3840,1939
3850,1927
3860,1956
3870,1945
3880,1937
3890,1938
3900,1926
3910,1936
3920,1937
3930,1939
3940,1936
3950,1930
3960,1843
3970,1943
3980,1946
3990,1959
4000,1923
4010,1936
4020,1936
4030,1955
4040,1936
4050,1929
4060,1933
4070,1934
4080,1935
4090,1937
4100,1943
4110,1935
4120,1951
4130,1931
4140,1937
4150,1936
4160,1925
4170,1936
4180,1939
4190,1951
4200,1945
4210,1943
4220,1936
4230,1937
4240,1936
4250,1927
4260,1927
4270,1936
4280,2187
4290,1995
4300,1933
4310,1941
4320,1933
4330,1941
4340,1930
4350,1941
4360,1927
4370,1936
4380,1930
4390,1938
4400,1937
4410,1712
4420,1945
4430,1930
4440,1935
4450,1935
4460,1932
4470,1941
4480,1943
4490,1920
4500,1936
4510,1933
4520,1925
4530,1943
4540,1934
4550,1934
4560,1951
4570,1942
4580,1939
4590,1937
4600,1934
4610,1937
4620,1937
4630,1927
4640,1936
4650,1926
4660,1936
4670,1935
4680,1934
4690,1945
4700,1951
4710,1935
4720,1937
4730,1936
4740,1937
4750,1941
4760,1932
4770,1935
4780,1948
4790,1935
4800,1923
4810,1937
4820,1943
4830,1936
4840,1943
4850,1936
4860,1942
4870,1940
4880,1946
4890,2240
4900,1985
4910,1936
4920,1953
4930,1947
4940,1930
4950,1945
4960,1937
4970,1939
4980,1916
4990,1949
5000,1942
5010,1936
5020,1936
5030,1941
5040,1936
5050,1918
5060,1959
5070,1933
5080,1934
5090,1936
5100,1937
5110,1938
5120,1937
5130,1933
5140,1936
5150,1931
5160,1948
5170,1934
5180,1927
5190,1942
5200,1882
5210,1940
5220,1936
5230,1936
5240,1935
5250,1936
5260,1942
5270,1929
5280,1936
5290,1945
5300,1925
5310,1939
5320,1920
5330,1927
5340,1936
5350,1947
5360,1937
5370,1947
5380,1934
5390,1939
5400,1938
5410,1925
5420,1942
5430,1941
5440,1977
5450,1936
5460,1938
5470,1950
5480,1936
5490,1936
5500,1933
5510,1984
5520,1953
5530,1943
5540,1941
5550,1929
5560,1927
5570,1947
5580,1936
5590,1927
5600,1936
5610,1949
5620,1940
5630,1923
5640,1937
5650,1937
5660,1946
5670,1934
5680,1930
5690,1939
5700,1935
5710,1933
5720,1926
5730,1938
5740,1943
5750,1930
5760,1948
5770,1947
5780,1935
5790,1947
5800,1937
5810,1938
5820,1938
5830,1938
5840,1938
5850,1942
5860,1947
5870,1937
5880,1942
5890,1948
5900,1943
5910,1936
5920,1941
5930,1951
5940,1932
5950,1938
5960,1936
5970,1935
5980,1937
5990,1963
6000,1932
6010,1941
6020,1935
6030,1936
6040,1933
6050,1935
6060,1926
6070,1926
6080,1931
6090,1931
6100,1936
6110,1939
6120,1983
6130,1932
6140,1949
6150,1948
6160,1954
6170,1922
6180,1941
6190,1949
6200,1947
6210,1938
6220,1937
6230,1936
6240,1938
6250,1956
6260,1949
6270,1946
6280,1936
6290,1937
6300,1934
6310,1939
6320,1952
6330,1929
6340,1933
6350,1935
6360,1937
6370,1943
6380,1933
6390,1936
6400,1952
6410,1942
6420,1951
6430,1943
6440,1931
6450,1937
6460,1933
6470,1936
6480,1939
6490,1953
6500,1936
6510,1918
6520,1943
6530,1946
6540,1935
6550,1936
6560,1947
6570,1939
6580,1937
6590,1925
6600,1938
6610,1936
6620,1954
6630,1936
6640,1935
6650,1931
6660,1937
6670,1936
6680,1943
6690,1938
6700,1937
6710,1941
6720,2188
6730,1979
6740,1934
6750,1951
6760,1938
6770,1936
6780,1936
6790,1946
6800,1939
6810,1949
6820,1937
6830,1945
6840,1936
6850,1937
6860,1931
6870,1933
6880,1930
6890,1937
6900,1930
6910,1936
6920,1944
6930,1930
6940,1936
6950,1922
6960,1934
6970,1923
6980,1942
6990,1937
7000,1907
7010,1949
7020,1936
7030,1931
7040,1931
7050,1946
7060,1929
7070,1936
7080,1943
7090,1919
7100,1919
7110,1950
7120,1937
7130,1936
7140,1939
7150,1943
7160,1945
7170,1951
7180,1929
7190,1947
7200,1921
7210,1997
7220,1947
7230,1945
7240,1940
7250,1947
7260,1933
7270,1934
7280,1939
7290,1936
7300,1937
7310,1928
7320,1950
7330,2122
7340,1997
7350,1933
7360,1927
7370,1942
7380,1933
7390,1935
7400,1936
7410,1964
7420,1938
7430,1937
7440,1946
7450,1952
7460,1942
7470,1950
7480,1931
7490,1937
7500,1943
7510,1950
7520,1936
7530,1926
7541,1933
7550,1933
7560,1946
7570,1931
7580,1942
7590,1942
7600,1936
7610,1938
7620,1940
7630,1947
7640,1936
7650,1941
7660,1930
7670,1943
7680,1932
7690,1941
7700,1939
7710,1926
7720,1936
7730,1942
7740,1946
7750,1936
7760,1942
7770,1942
7780,1933
7790,1933
7800,1936
7810,1882
7820,1945
7830,1937
7840,1936
7850,1934
7860,1954
7870,1936
7880,1968
7890,1930
7900,1946
7910,1948
7920,1955
7930,1947
7940,2193
7951,1991
7960,1933
7970,1925
7980,1930
7990,1931
8000,1939
8010,1945
8020,1939
8030,1938
8040,1931
8050,1935
8060,1953
8070,1936
8080,1925
8090,1937
8100,1946
8110,1961
8120,1936
8130,1933
8140,1947
8150,1957
8160,1936
8170,1927
8180,1938
8190,1949
8200,1930
8210,1942
8220,1931
8230,1939
8240,1979
8250,1934
8260,1936
8270,1933
8280,1934
8290,1936
8300,1931
8310,1938
8320,1941
8330,1936
8340,1923
8350,1936
8360,1933
8370,1927
8380,1941
8390,1935
8400,1943
8410,1929
8420,1936
8430,1931
8440,1947
8450,1941
8460,1942
8470,1927
8480,1941
8490,1936
8500,1935
8510,2023
8520,1936
8530,1939
8540,1902
8550,2191
8560,1990
8570,1943
8580,1936
8590,1939
8600,1937
8610,1942
8620,1943
8630,1936
8640,1936
8650,1931
8660,1934
8670,1940
8680,1936
8690,1942
8700,1937
8710,1939
8720,1945
8730,1923
8740,1935
8750,1935
8760,1924
8770,1931
8780,1932
8790,1940
8800,1936
8810,1945
8820,1936
8830,1923
8840,1936
8850,1931
8860,1939
8870,1936
8880,1946
8890,1949
8900,1933
8910,1936
8920,1930
8930,1938
8940,1927
8950,1954
8960,1931
8970,1946
8980,1939
8990,1937
9000,1934
9010,1945
9020,1936
9030,1936
9040,1907
9050,1937
9060,1931
9070,1950
9080,1947
9090,1936
9100,1946
9110,1936
9120,1941
9130,1953
9140,1936
9150,1924
9160,2186
9170,1984
9180,1929
9190,1938
9200,1946
9210,1941
9220,1935
9230,1939
9240,1935
9250,1941
9260,1939
9270,1931
9280,1923
9290,1937
9300,1937
9310,1934
9320,1935
9330,1934
9340,1947
9350,1936
9360,1936
9370,1946
9380,1953
9390,1943
9400,1945
9410,1953
9420,1948
9430,1942
9440,1942
9450,1949
9460,1926
9470,1936
9480,1939
9490,1936
9500,1936
9510,1936
9520,1936
9530,1936
9540,1939
9550,1937
9560,1945
9570,1932
9580,1946
9590,1949
9600,1937
9610,1917
9620,1925
9630,1941
9640,1942
9650,1943
9660,1936
9670,1946
9680,1943
9690,1933
9700,1954
9710,1946
9720,1933
9730,1927
9740,1932
9750,1939
9760,1943
9770,2271
9780,1987
9790,1923
9800,1936
9810,1939
9820,1939
9830,1953
9840,1936
9850,1936
9860,1936
9870,1936
9880,1936
9890,1934
9900,1946
9910,1949
9920,1936
9930,1936
9940,1939
9950,1935
9960,1930
9970,1929
9980,1946
9990,1936
10000,1934
10010,1918
10020,1939
10030,1935
10040,1956
10050,1936
10060,1936
10070,1952
10080,1945
10090,1949
10101,1939
10110,1942
10120,1936
10130,1951
10140,1931
10150,1941
10160,1950
10170,1937
10180,1936
10190,1945
10200,1921
10210,1950
10220,1935
10230,1951
10240,1927
10250,1940
10260,1935
10270,1945
10280,1935
10290,1943
10300,1937
10310,1937
10320,1936
10330,1941
10340,1935
10350,1943
10360,1925
10370,1937
10380,1926
10390,1990
10400,1937
10410,1945
10420,1927
10430,1935
10440,1919
10450,1923
10460,1937
10470,1938
10480,1943
10490,1927
10500,1927
10511,1937
10520,1939
10530,1930
10540,1931
10550,1945
10560,1947
10570,1949
10580,1939
10590,1937
10600,1936
10610,1936
10620,1931
10630,1938
10640,1934
10650,1936
10660,1933
10670,1936
10680,1941
10690,1936
10700,1934
10710,1925
10720,1924
10730,1937
10740,1936
10750,1936
10760,1944
10770,1936
10780,1936
10790,1942
10800,1942
10810,1936
10820,1939
10830,1943
10840,1924
10850,1943
10860,1936
10870,1936
10880,1936
10890,1936
10900,1936
10910,1926
10920,1937
10930,1936
10940,1927
10950,1940
10960,1939
10970,1937
10980,1934
10990,2240
11000,1991
11010,1933
11020,1937
11030,1930
11040,1951
11050,1933
11060,1938
11070,1937
11080,1933
11090,1926
11100,1936
11110,1935
11120,1939
11130,1944
11140,1938
11150,1918
11160,1951
11170,1922
11180,1943
11190,1924
11200,1941
11210,1921
11220,1934
11230,1936
11240,1936
11250,1953
11260,1937
11270,1920
11280,1894
11290,1943
11300,1931
11310,1925
11320,1920
11330,1933
11340,1930
11350,1939
11360,1936
11370,1936
11380,1934
11390,1938
11400,1925
11410,1951
11420,1937
11430,1941
11440,1941
11450,1951
11460,1930
11470,1936
11480,1936
11490,1936
11500,1941
11510,1926
11520,1943
11530,1934
11540,1936
11550,1942
11560,1938
11570,1937
11580,1938
11590,1933
11600,2210
11610,1984
11620,1935
11630,1948
11640,1939
11650,1949
11660,1937
11670,1938
11680,1951
11690,1936
11700,1938
11710,1935
11720,1933
11730,1941
11740,1922
11750,1940
11760,1933
11770,1937
11780,1947
11790,1936
11800,1941
11810,1941
11820,1967
11830,1941
11840,1927
11850,1930
11860,1932
11870,1937
11880,1936
11890,1933
11900,1949
11910,1963
11920,1946
11930,1937
11940,1931
11950,1937
11960,1933
11970,1937
11980,1936
11990,1936
12000,1939
12010,1930
12020,1919
12030,1937
12040,1939
12050,1937
12060,1933
12070,1936
12080,1929
12090,1945
12100,1938
12110,1946
12120,1945
12130,1938
12140,1915
12150,1951
12160,1936
12170,1929
12180,1943
12190,1938
12200,1936
12210,2233
12220,1997
12230,1936
12240,1923
12250,1936
12260,1919
12270,1936
12280,1927
12290,1936
12300,1945
12310,1933
12320,1937
12330,1947
12340,1934
12350,1934
12360,1939
12370,1936
12380,1936
12390,1939
12400,1942
12410,1945
12420,1962
12430,1943
12440,1951
12450,1927
12460,1935
12470,1943
12480,1936
12490,1941
12500,1936
12510,1936
12520,2026
12530,1948
12540,1940
12550,1936
12560,1921
12570,1934
12580,1941
12590,1944
12600,1937
12610,1936
12620,1848
12630,1936
12640,1939
12650,1939
12660,1936
12670,1946
12680,1927
12690,1943
12700,1957
12710,1936
12720,1949
12730,1943
12740,1921
12750,1938
12760,1935
12770,1943
12780,1925
12790,1936
12800,1919
12810,1945
12820,2262
12830,2108
12840,1925
12850,1923
12860,1940
12870,1915
12880,1942
12890,1943
12900,1934
12910,1968
12920,1936
12930,1946
12940,1929
12950,1936
12960,1938
12970,1933
12980,1937
12990,1933
13000,1951
13010,1940
13020,1935
13030,1938
13040,1931
13050,1935
13060,1927
13070,1943
13080,1954
13090,1942
13100,1947
13110,1917
13120,1936
13130,1938
13140,1946
13150,1933
13160,1923
13170,1947
13180,1887
13190,1938
13200,1936
13210,1945
13220,1925
13230,1931
13240,1950
13250,1936
13260,1936
13270,1921
13280,1937
13290,1937
13300,1935
13310,1925
13320,1949
13330,1938
13340,1936
13350,1922
13360,1944
13370,1931
13380,1941
13390,1936
13400,1936
13410,1936
13420,1932
13430,2240
13440,1987
13450,1935
13460,1936
13470,1937
13481,1934
13490,1957
13500,1940
13510,1923
13520,1939
13530,1937
13540,1943
13550,1936
13560,1935
13570,1938
13580,1939
13590,1931
13600,1939
13610,1941
13620,1948
13630,1946
13640,1947
13650,1935
13660,1936
13670,1935
13680,1936
13690,1939
13700,1919
13710,1951
13720,1933
13730,1938
13740,1936
13750,1943
13760,1935
13770,1936
13780,1941
13790,1938
13800,1952
13810,1947
13820,1952
13830,1948
13840,1939
13850,1936
13860,1942
13870,1950
13880,1930
13890,1949
13900,1937
13910,1933
13920,1922
13930,1941
13940,1950
13950,1938
13960,1936
13970,1935
13980,1933
13990,1929
14000,1941
14010,1951
14020,1951
14030,1935
14040,2223
14050,1987
14060,1936
14070,1929
14080,1924
14090,1946
14100,1946
14110,1950
14120,1944
14130,1947
14140,1941
14150,1946
14160,1943
14170,1936
14180,1937
14190,1938
14200,1956
14210,1933
14220,1927
14230,1939
14240,1947
14250,1936
14260,1936
14270,1936
14280,1936
14290,1936
14300,1936
14310,1943
14320,1936
14330,1950
14340,1927
14350,1937
14360,1938
14370,1933
14380,1939
14390,1930
14400,1945
14410,1932
14420,1941
14430,1942
14440,1936
14450,1930
14460,1935
14470,1941
14480,1936
14490,1936
14500,2077
14510,1938
14520,1930
14530,1927
14540,1926
14550,1937
14560,1942
14570,1941
14580,1930
14590,1950
14600,1941
14610,1934
14620,1937
14630,1927
14640,1947
14650,2227
14660,1983
14670,1929
14680,1947
14690,1936
14700,1936
14710,1934
14720,1947
14730,1945
14740,1931
14750,1919
14760,1931
14770,1939
14780,1943
14790,1952
14800,1942
14810,1942
14820,1903
14830,1937
14840,1942
14850,1935
14860,1936
14870,1950
14880,1936
14890,1946
14900,1936
14910,1941
14920,1952
14930,1933
14940,1935
14950,1942
14960,1933
14970,1937
14980,1935
14990,1950
15000,1927
15010,1936
15020,1937
15030,1936
15040,1940
15050,1945
15060,1939
15070,1940
15080,1949
15090,1936
15100,1943
15110,1939
15120,1938
15130,1946
15140,1942
15150,1926
15160,1935
15170,1937
15180,1942
15190,1938
15200,1940
15210,1938
15221,1941
15230,1941
15240,1927
15250,1951
15260,1942
15270,1996
15280,1945
15290,1941
15300,1923
15310,1939
15320,1935
15330,1943
15340,1939
15350,1937
15360,1937
15370,1955
15380,1955
15390,1933
15400,1940
15410,1934
15420,1936
15430,1947
15440,1936
15450,1934
15460,1937
15470,1929
15480,1943
15490,1939
15500,1937
15510,1936
15520,1936
15530,1942
15540,1936
15550,1933
15560,1936
15570,1933
15580,1951
15590,1941
15600,1952
15610,1942
15620,1937
15630,1933
15640,1940
15650,1942
15660,1943
15670,1935
15680,1951
15690,1949
15700,1943
15710,1938
15720,1947
15730,1923
15740,1938
15750,1946
15760,1940
15770,1936
15780,1950
15790,1950
15800,1945
15810,1950
15820,1939
15830,1941
15840,1942
15850,1938
15860,1936
15870,2269
15880,1983
15890,1950
15900,1956
15910,1923
15920,1940
15930,1937
15940,1923
15950,1930
15960,1943
15970,1934
15980,1941
15990,1940
16000,1943
16010,1929
16020,1923
16030,1936
16040,1949
16050,1923
16060,1931
16070,1946
16080,1935
16090,1922
16100,1913
16110,1922
16120,1923
16130,1947
16140,1953
16150,1936
16160,1946
16170,1949
16180,1936
16190,1939
16200,1931
16210,1936
16220,1936
16230,1946
16240,1936
16250,1936
16260,1943
16270,1936
16280,1949
16290,1931
16300,1936
16310,1931
16320,1940
16330,1931
16340,1923
16350,1941
16360,1938
16370,1940
16380,1935
16390,1929
16400,1937
16410,1939
16420,1915
16430,1933
16440,1936
16450,1936
16460,1942
16470,1945
16480,2249
16490,1993
16500,1952
16510,1946
16520,1919
16530,1910
16540,1936
16550,1936
16560,1929
16570,1936
16580,1940
16590,1926
16600,1947
16610,1947
16620,1927
16630,1978
16640,1949
16650,1942
16660,1936
16670,1946
16680,1950
16690,1939
16700,1937
16710,1939
16720,1936
16730,1938
16740,1936
16750,1936
16760,1947
16770,1954
16780,1935
16790,1939
16800,1939
16810,1927
16820,1917
16830,1955
16840,1942
16850,1942
16860,1935
16870,1936
16880,1941
16890,1935
16900,1936
16910,1947
16920,1951
16930,1941
16940,1935
16950,1936
16960,1917
16970,1943
16980,1927
16990,1931
17000,1921
17010,1938
17020,1937
17030,1934
17040,1934
17050,1935
17060,1929
17070,1936
17080,1937
17090,2217
17100,1985
17110,2065
17120,1939
17130,1937
17140,1942
17150,1926
17160,1921
17170,1950
17180,1938
17190,1936
17200,1951
17210,1937
17220,1943
17230,1939
17240,1940
17250,1943
17260,1926
17270,1938
17280,1936
17290,1938
17300,1949
17310,1950
17320,1935
17330,1949
17340,1933
17350,1941
17360,1940
17370,1929
17380,1946
17390,1927
17400,1936
17410,1942
17420,1939
17430,1936
17440,1934
17450,1942
17460,1933
17470,1956
17480,1943
17490,1939
17500,1945
17510,1951
17520,1950
17530,1920
17540,1936
17550,1941
17560,1927
17570,1951
17580,1937
17590,1935
17600,1935
17610,1936
17620,1936
17630,1939
17640,1939
17650,1936
17660,1933
17670,1933
17680,1936
17690,1936
17700,2272
17710,2001
17720,1937
17730,1936
17740,1938
17750,1942
17760,1947
17770,1954
17780,1936
17790,1951
17800,1936
17810,1949
17820,1943
17830,1943
17840,1947
17850,1934
17860,1936
17870,1934
17880,1936
17890,1904
17900,1939
17910,1933
17920,1936
17930,1923
17940,1952
17950,1951
17960,1939
17970,1946
17980,1923
17990,1935
18000,1932
18010,1936
18020,1933
18030,1954
18040,1925
18050,1943
18060,1933
18070,1933
18080,1933
18090,1934
18100,1935
18110,1943
18120,1936
18130,1943
18140,1940
18150,1940
18160,1948
18170,1936
18180,1943
18190,1934
18200,1935
18210,1939
18220,1941
18230,1926
18240,1939
18250,1929
18260,1939
18270,1936
18280,1942
18290,1931
18300,1949
18310,2281
18320,1994
18330,1946
18340,1941
18350,1947
18360,1936
18370,1939
18380,1954
18390,1938
18400,1943
18410,1934
18420,1946
18430,1951
18440,1939
18450,1936
18460,1936
18470,1941
18480,1934
18490,1939
18500,1934
18510,1943
18520,1938
18530,1929
18540,1925
18550,1938
18560,1933
18570,1936
18580,1925
18590,1947
18600,1929
18610,1936
18620,1934
18630,1936
18640,1941
18650,1935
18660,1933
18670,1931
18680,1935
18690,1941
18700,1941
18710,1942
18720,1943
18730,1931
18740,1943
18750,1936
18760,1942
18770,1934
18780,1941
18790,1933
18800,1933
18810,1941
18820,1935
18830,1927
18840,1936
18850,1936
18860,1941
18870,1932
18880,1939
18890,1941
18900,1933
18910,1952
18920,2291
18931,2069
18940,1930
18950,1936
18960,1927
18970,1938
18980,1934
18990,1938
19000,1942
19010,1938
19020,1940
19030,1940
19040,1935
19050,1936
19060,1939
19070,1952
19080,1939
19090,1939
19100,1936
19110,1931
19120,1933
19130,1931
19140,1941
19150,1965
19160,1936
19170,1939
19180,1936
19190,1947
19200,1934
19210,1934
19220,1932
19230,1931
19240,1938
19250,1959
19260,1930
19270,1936
19280,1938
19290,1931
19300,1935
19310,1934
19320,1946
19330,1933
19340,1934
19350,1936
19360,1936
19370,1937
19380,1942
19390,1931
19400,1940
19410,1927
19420,1947
19430,1935
19440,1938
19450,1945
19460,1932
19470,1936
19480,1933
19490,1931
19500,1934
19510,1933
19520,1923
19530,1935
19540,1979
19550,1946
19560,1942
19570,1937
19580,1954
19590,1923
19600,1938
19610,1937
19620,1936
19630,1937
19640,1953
19650,1938
19660,1937
19670,1943
19680,1939
19690,1947
19700,1936
19710,1939
19720,1936
19730,1934
19740,1943
19750,1943
19760,1943
19770,1930
19780,1937
19790,1942
19800,1945
19810,1938
19820,1933
19830,1936
19840,1951
19850,1939
19860,1936
19870,1938
19880,1936
19890,1942
19900,1946
19910,1924
19920,1936
19930,1934
19940,1936
19950,1935
19960,1935
19970,1943
19980,1954
19990,1935
20000,1937
20010,1937
20020,1931
20030,1945
20040,1939
20050,1935
20060,1936
20070,1956
20080,1935
20090,1936
20100,1936
20110,1935
20120,1940
20130,1938
20140,1945
20150,1982
20160,1946
20170,1940
20180,1936
20190,1934
20200,1933
20210,1946
20220,1936
20230,1930
20240,1931
20250,1941
20260,1936
20270,1936
20280,1936
20290,1949
20300,1942
20310,1936
20320,1942
20330,1922
20340,1935
20350,1934
20360,1933
20370,1952
20380,1936
20390,1934
20400,1949
20410,1927
20420,1939
20430,1938
20440,1938
20450,1936
20460,1933
20470,1943
20480,1943
20490,1936
20500,1941
20510,1923
20520,1930
20530,1942
20540,1949
20550,1934
20560,1939
20570,1936
20580,1933
20590,1945
20600,1935
20610,1936
20620,1946
20630,1923
20640,1943
20650,1936
20660,1918
20670,1938
20680,1940
20690,1927
20700,1943
20710,1945
20720,1935
20730,1935
20740,1936
20750,1934
20760,2240
20770,2237
20780,2111
20790,1997
20800,1932
20810,1936
20820,1939
20830,1932
20840,1953
20850,1934
20860,1961
20870,1952
20880,1947
20890,1943
20900,1939
20910,1942
20920,1937
20930,1950
20940,1946
20950,1936
20960,1876
20970,1947
20980,1947
20990,1946
21000,1947
21010,1943
21020,1938
21030,1947
21040,1945
21050,1939
21060,1949
21070,1947
21080,1936
21090,1936
21100,1934
21110,1927
21120,1929
21130,1933
21140,1939
21150,1936
21160,1919
21170,1942
21180,1931
21190,1936
21200,1947
21210,1944
21220,1936
21230,1945
21240,1962
21250,1931
21260,1935
21270,1932
21280,1942
21290,1936
21300,1937
21310,1933
21320,1934
21330,1931
21340,1940
21350,1936
21360,1950
21370,1947
21380,1936
21390,1943
21400,2299
21410,2003
21420,1944
21430,1942
21440,1936
21450,1938
21460,1951
21470,1936
21480,1931
21490,1939
21500,1941
21510,1942
21520,1947
21530,1934
21540,1938
21550,1933
21560,1939
21570,1952
21580,1938
21590,1926
21600,1929
21610,1934
21620,1943
21630,1945
21640,1936
21650,1943
21660,1941
21670,1933
21680,1943
21690,1941
21700,1936
21710,1938
21720,1957
21730,1921
21740,1946
21750,1943
21760,1938
21770,1945
21780,1938
21790,1934
21800,1938
21810,1935
21820,1941
21830,1938
21840,1950
21850,1939
21860,1931
21870,1945
21880,1941
21890,1926
21900,1938
21910,1938
21920,1947
21930,1927
21940,1927
21950,1933
21960,1933
21970,1925
21980,1954
21990,1934
22000,1936
22010,2306
22020,1997
22030,1938
22040,1958
22050,1937
22060,1937
22070,1940
22080,1951
22090,1936
22100,1933
22110,1930
22120,1953
22130,1955
22140,1942
22150,1951
22160,1930
22170,1936
22180,1939
22190,1936
22200,1935
22210,1943
22220,1945
22230,1968
22240,1937
22250,1935
22260,1946
22270,1941
22280,1938
22290,1937
22300,1965
22310,1939
22320,1949
22330,1939
22340,1934
22350,1931
22360,1946
22370,1936
22380,1954
22390,1950
22400,1941
22410,1943
22420,1938
22430,1953
22440,1965
22450,1943
22460,1947
22470,1936
22480,1949
22490,1941
22500,1943
22510,1943
22520,1953
22530,1942
22540,1949
22550,1931
22560,1936
22570,1936
22580,1931
22590,1937
22600,1931
22610,1946
22620,1934
22630,1982
22640,1936
22650,1935
22660,1937
22670,1923
22680,1939
22690,1951
22700,1940
22710,1941
22720,1942
22730,1936
22740,1941
22750,1936
22760,1925
22770,1922
22780,1936
22790,1931
22800,1936
22810,1946
22820,1931
22830,1935
22840,1949
22850,1939
22860,1949
22870,1947
22880,1942
22890,1937
22900,1931
22910,1943
22920,1939
22930,1936
22940,1933
22950,1947
22960,1936
22970,1936
22980,1939
22990,1945
23000,1947
23010,1942
23020,1938
23030,1919
23040,1950
23050,1936
23060,1943
23070,1929
23080,1949
23090,1948
23100,1939
23110,1937
23120,1936
23130,1951
23140,1947
23150,1945
23160,1947
23170,1936
23180,1949
23190,1943
23200,1943
23210,1936
23220,1934
23230,2289
23240,2004
23250,1936
23260,1953
23270,1936
23280,1947
23290,1941
23300,1945
23311,1943
23320,1946
23330,1935
23340,1943
23350,1947
23360,1923
23370,1941
23380,1949
23390,1936
23400,1936
23410,1921
23420,1941
23430,1953
23440,1943
23450,1932
