milisegundos,datos
10120,1914
10130,1920
10140,1927
10150,1921
10160,1903
10170,1905
10180,1934
10190,1933
10200,1926
10210,1923
10220,1924
10230,1905
10240,1924
10250,1918
10260,1919
10270,1913
10280,1921
10290,1904
10300,1909
10310,1915
10320,1917
10330,1926
10340,1904
10350,1911
10360,1916
10370,1918
10380,1937
10390,1925
10400,1931
10410,1923
10420,1911
10430,1922
10440,1922
10450,1924
10460,1926
10470,2315
10482,1985
10490,1919
10500,1906
10510,1910
10520,1909
10530,1935
10540,1917
10550,1943
10560,1936
10570,1914
10580,1925
10590,1913
10600,1931
10610,1905
10620,1914
10630,1920
10640,1930
10650,1921
10660,1924
10670,1917
10680,1926
10690,1922
10700,1920
10710,1904
10720,1907
10730,1921
10740,1933
10750,1919
10760,1921
10770,1926
10780,1911
10790,1917
10800,1914
10810,1905
10820,1927
10830,1923
10840,1909
10850,1920
10860,1919
10870,1933
10880,1925
10890,1925
10900,1923
10910,1914
10920,1920
10930,1921
10940,1908
10950,1927
10960,1921
10970,1914
10980,1913
10990,1939
11000,1920
11010,1914
11020,1911
11030,1904
11040,1915
11050,1904
11060,1907
11070,1907
11080,2323
11090,1986
11101,1938
11110,1914
11120,1920
11130,1920
11140,1920
11150,1921
11160,1907
11170,1931
11180,1916
11190,1918
11200,1910
11210,1918
11220,1914
11230,1924
11240,1900
11250,1930
11260,1930
11270,1927
11280,1925
11290,1920
11300,1936
11310,1920
11320,1906
11330,1916
11340,1915
11350,1911
11360,1919
11370,1911
11380,1910
11390,1925
11400,1919
11410,1921
11420,1911
11430,1913
11440,1904
11450,1920
11460,1919
11470,1907
11480,1914
11490,1916
11500,1924
11510,1920
11520,1922
11530,1915
11540,1915
11550,1923
11560,1926
11570,1915
11580,1913
11590,1893
11600,1930
11610,1907
11620,1927
11630,1923
11640,1904
11650,1910
11660,1911
11670,1903
11680,1917
11690,2275
11700,1977
11710,1909
11720,1927
11730,1922
11740,1920
11750,1904
11760,1904
11770,1927
11780,1917
11790,1920
11800,1923
11810,1935
11820,1941
11830,1910
11840,1916
11850,1920
11860,1896
11870,1919
11880,1934
11890,1907
11900,1923
11910,1926
11920,1937
11930,1931
11940,1920
11950,1923
11960,1905
11970,1926
11980,1929
11990,1936
12000,1917
12010,1943
12020,1918
12030,1921
12040,1904
12050,1917
12060,1920
12070,1904
12080,1923
12090,1919
12100,1923
12110,1923
12120,1921
12130,1911
12140,1917
12150,1915
12160,1927
12170,1911
12180,1915
12190,1913
12200,1919
12210,1917
12220,1910
12230,1913
12240,1922
12250,1905
12260,1914
12270,1922
12280,1905
12290,1929
12300,2256
12310,1985
12320,1930
12330,1920
12340,1924
12350,1930
12360,1938
12370,1918
12380,1929
12390,1913
12400,1921
12410,1934
12420,1915
12430,1920
12440,1919
12450,1907
12460,1930
12470,1909
12480,1906
12490,1915
12500,1925
12510,1921
12520,1906
12530,1920
12540,1910
12550,1917
12560,1911
12570,1920
12580,1918
12590,1915
12600,1936
12610,1893
12620,1919
12630,1911
12640,1930
12650,1909
12660,1915
12670,1919
12680,1919
12690,1914
12700,1920
12710,1921
12720,1923
12730,1920
12740,1920
12750,1932
12760,1923
12770,1920
12780,1919
12790,1924
12800,1922
12810,1907
12820,1923
12830,1913
12840,1915
12850,1926
12860,1925
12870,1915
12880,1922
12890,1915
12900,1919
12910,1926
12920,1981
12930,1918
12940,1923
12950,1889
12960,1919
12970,1914
12980,1920
12990,1914
13000,1916
13010,1911
13020,1904
13030,1935
13041,1920
13050,1924
13060,1916
13070,1926
13080,1924
13090,1899
13100,1920
13110,1917
13120,1890
13130,1919
13140,1911
13150,1911
13160,1921
13170,1905
13180,1911
13190,1919
13200,1930
13210,1925
13220,1916
13230,1906
13240,1926
13250,1911
13260,1920
13270,1911
13280,1904
13290,1918
13300,1923
13310,1923
13320,1918
13330,1917
13340,1910
13350,1907
13360,1923
13370,1920
13380,1920
13390,1907
13400,1911
13410,1917
13420,1919
13430,1910
13440,1920
13450,1921
13460,1936
13470,1904
13480,1923
13490,1916
13500,1904
13510,1922
13520,1985
13530,1980
13540,1924
13550,1927
13560,1925
13570,1931
13580,1906
13590,1919
13600,1919
13610,1934
13620,1904
13630,1916
13640,1929
13650,1929
13660,1922
13670,1939
13680,1919
13690,1920
13700,1913
13710,1922
13720,1915
13730,1935
13740,1921
13750,1911
13760,1922
13770,1904
13780,1919
13790,1921
13800,1930
13810,1962
13820,1899
13830,1949
13840,1907
13850,1904
13860,1920
13870,1916
13880,1907
13890,1909
13900,1895
13910,1929
13920,1927
13930,1931
13940,1921
13950,1915
13960,1919
13970,1914
13980,1922
13990,1907
14000,1920
14010,1911
14020,1920
14030,1921
14040,1911
14050,1911
14060,1911
14070,1921
14080,1915
14090,1925
14100,1919
14110,1931
14120,1920
14130,2224
14140,1984
14150,1908
14160,1932
14170,1924
14180,1943
14190,1915
14200,1933
14210,1894
14220,1908
14230,1919
14240,1921
14250,1919
14260,1917
14270,1907
14280,1930
14290,1921
14300,1927
14310,1920
14320,1922
14330,1914
14340,1920
14350,1929
14360,1923
14370,1920
14380,1923
14390,1917
14400,1929
14410,1919
14420,1914
14430,1922
14440,1915
14450,1920
14460,1919
14470,1898
14480,1929
14490,1919
14500,1925
14510,1933
14520,1924
14530,1919
14540,1920
14550,1920
14560,1934
14570,1931
14580,1937
14590,1917
14600,1910
14610,1918
14620,1929
14630,1934
14640,1915
14650,1904
14660,1911
14670,1918
14680,1929
14690,1914
14700,1913
14710,1935
14720,1917
14730,1906
14740,1913
14750,1992
14760,1904
14770,1904
14780,1904
14790,1936
14800,1909
14810,1913
14820,1926
14830,1933
14840,1911
14850,1943
14860,1921
14870,1909
14880,1914
14890,1907
14900,1920
14910,1909
14920,1930
14930,1906
14940,1937
14950,1922
14960,1920
14970,1914
14980,1923
14990,1916
15000,1919
15010,1920
15020,1911
15030,1925
15040,1924
15050,1926
15060,1918
15070,1922
15080,1930
15090,1920
15100,1923
15110,1921
15120,1915
15130,1917
15140,1914
15150,1908
15160,1919
15170,1923
15180,1925
15190,1925
15200,1926
15210,1920
15220,1925
15230,1915
15240,1913
15250,1909
15260,1913
15270,1920
15280,1914
15290,1919
15300,1924
15310,1914
15320,1927
15330,1923
15340,1931
15350,2319
15360,1983
15370,1915
15380,1904
15390,1917
15400,1917
15410,1793
15420,1919
15430,1920
15440,1925
15450,1910
15460,1914
15470,1913
15480,1904
15490,1920
15500,1936
15510,1906
15520,1906
15530,1915
15540,1904
15550,1945
15560,1930
15570,1919
15580,1907
15590,1916
15601,1915
15610,1919
15620,1923
15630,1915
15640,1917
15650,1922
15660,1919
15670,1922
15680,1922
15690,1922
15700,1914
15710,1923
15720,1917
15730,1921
15740,1920
15750,1923
15760,1923
15770,1914
15780,1910
15790,1905
15800,1920
15810,1905
15820,1899
15830,1919
15840,1921
15850,1920
15860,1919
15870,1909
15880,1918
15890,1910
15900,1907
15910,1923
15920,1922
15930,1922
15940,1935
15950,1930
15960,2329
15970,1975
15980,1914
15990,1918
16000,1923
16011,1908
16020,1919
16030,1904
16040,1920
16050,1909
16060,1927
16070,1917
16080,1936
16090,1920
16100,1917
16110,1915
16120,1915
16130,1925
16140,1919
16150,1922
16160,1916
16170,1922
16180,1913
16190,1931
16200,1925
16210,1914
16220,1919
16230,1907
16240,1915
16250,1928
16260,1911
16270,1909
16280,1920
16290,1911
16300,1921
16310,1927
16320,1920
16330,1936
16340,1915
16350,1922
16360,1926
16370,1915
16380,1922
16390,1931
16400,1923
16410,1915
16420,1903
16430,1909
16440,1923
16450,1917
16460,1923
16470,1904
16480,1925
16490,1905
16500,1904
16510,1904
16520,1922
16530,1909
16540,1915
16550,1920
16560,1921
16570,2307
16580,1968
16590,1913
16600,1905
16610,1923
16620,1918
16630,1933
16640,1923
16650,1924
16660,1910
16670,1931
16680,1926
16690,1919
16700,1920
16710,1919
16720,1930
16731,1906
16740,1921
16750,1928
16760,1919
16770,1941
16780,1909
16790,1910
16800,1920
16810,1919
16820,1926
16830,1931
16840,1925
16850,1920
16860,1925
16870,1904
16880,1911
16890,1921
16900,1913
16910,1919
16920,1927
16931,1911
16940,1920
16950,1910
16960,1920
16970,1918
16980,1921
16990,1906
17000,1913
17010,1919
17020,1918
17030,1813
17040,1914
17050,1904
17060,1910
17070,1919
17080,1905
17090,1925
17100,1919
17110,1909
17120,1909
17130,1931
17140,1920
17150,1931
17160,1910
17170,1913
17180,2315
17190,2003
17200,1925
17210,1911
17220,1911
17230,1924
17240,1920
17250,1914
17260,1904
17270,1926
17280,1923
17290,1904
17300,1919
17310,1916
17320,1931
17330,1917
17340,1926
17350,1910
17360,1918
17370,1907
17380,1915
17390,1920
17400,1915
17410,1919
17420,1910
17430,1929
17440,1917
17450,1911
17460,1923
17470,1920
17480,1911
17490,1925
17500,1920
17510,1931
17520,1917
17530,1915
17540,1914
17550,1907
17560,1920
17570,1913
17580,1925
17590,1921
17600,1907
17610,1922
17620,1911
17630,1922
17640,1932
17650,1904
17660,1921
17670,1920
17680,1904
17690,1922
17700,1914
17710,1921
17720,1939
17730,1919
17740,1920
17750,1935
17760,1911
17770,1918
17780,1907
17790,1919
17800,1985
17810,1916
17820,1936
17830,1927
17840,1911
17850,1915
17860,1918
17870,1918
17880,1917
17890,1938
17900,1927
17910,1932
17920,1923
17930,1911
17940,1909
17950,1927
17960,1929
17970,1918
17980,1930
17990,1910
18000,1920
18010,1935
18020,1937
18030,1921
18040,1904
18050,1923
18060,1921
18070,1918
18080,1904
18090,1917
18100,1920
18110,1909
18120,1891
18130,1926
18140,1911
18150,1920
18161,1931
18170,1876
18180,1915
18190,1915
18200,1927
18210,1919
18220,1920
18230,1921
18240,1926
18250,1918
18260,1921
18270,1920
18280,1916
18290,1921
18300,1911
18310,1921
18320,1920
18330,1919
18340,1917
18350,1920
18360,1915
18370,1918
18380,1927
18390,1914
18400,2304
18410,1991
18420,1924
18430,1909
18440,1936
18450,1910
18460,1922
18470,1915
18480,1914
18490,1909
18500,1919
18510,1919
18520,1918
18530,1919
18540,1931
18550,1914
18560,1922
18570,1912
18580,1919
18590,1918
18600,1931
18610,1922
18620,1933
18630,1923
18640,1930
18650,1927
18660,1922
18670,1920
18680,1917
18690,1911
18700,1910
18710,1916
18720,1926
18730,1916
18740,1913
18750,1938
18760,1916
18770,1923
18780,1917
18790,1913
18800,1920
18810,1905
18820,1913
18830,1924
18840,1915
18850,1915
18860,1925
18870,1933
18880,1915
18890,1917
18900,1922
18910,1915
18920,1926
18930,1910
18940,1919
18950,1838
18960,1913
18970,1934
18980,1919
18990,1910
19000,1909
19010,2267
19020,1978
19030,1913
19040,1938
19050,1925
19060,1924
19070,1917
19080,1935
19090,1920
19100,1904
19110,1923
19120,1921
19130,1923
19140,1925
19150,1923
19160,1924
19170,1917
19180,1916
19190,1916
19200,1915
19210,1928
19220,1918
19230,1920
19240,1904
19250,1931
19260,1920
19270,1925
19280,1921
19290,1938
19300,1919
19310,1910
19320,1925
19330,1926
19340,1915
19350,1930
19360,1922
19370,1923
19380,1906
19390,1919
19400,1918
19410,1929
19420,1910
19430,1920
19440,1916
19450,1921
19460,1908
19470,1916
19480,1918
19490,1919
19500,1920
19510,1910
19520,1923
19530,1914
19540,1915
19550,1937
19560,1916
19570,1917
19580,1911
19590,1930
19600,1915
19610,1909
19620,2315
19630,1984
19640,1921
19650,1922
19660,1911
19670,1910
19680,1917
19690,1919
19701,1775
19710,1892
19720,1902
19730,1919
19740,1904
19750,1914
19760,1923
19770,1914
19780,1926
19790,1921
19800,1925
19810,1921
19820,1939
19830,1910
19840,1920
19850,1914
19860,1922
19870,1915
19880,1918
19890,1922
19900,1911
19910,1920
19920,1907
19930,1920
19940,1911
19950,1918
19960,1918
19970,1923
19980,1925
19990,1914
20000,1918
20010,1919
20020,1931
20030,1933
20040,1915
20050,1921
20060,1920
20070,1916
20080,1917
20090,1917
20100,1923
20110,1922
20120,1911
20130,1917
20140,1921
20150,1917
20160,1923
20170,1925
20180,1923
20190,1911
20200,1920
20210,1921
20220,1917
20230,1930
20240,1993
20250,1909
20260,1920
20270,1916
20280,1918
20290,1921
20300,1907
20310,1922
20320,1929
20330,1919
20340,1920
20350,1915
20360,1915
20370,1920
20380,1920
20390,1914
20400,1922
20410,1915
20420,1923
20430,1915
20440,1917
20450,1919
20460,1917
20470,1905
20480,1922
20490,1915
20500,1914
20510,1929
20520,1922
20530,1923
20540,1923
20550,1924
20560,1927
20570,1933
20580,1906
20590,1926
20600,1907
20610,1899
20620,1934
20630,1919
20640,1920
20650,1920
20660,1918
20670,1906
20680,1906
20690,1915
20700,1924
20710,1913
20720,1918
20730,1906
20740,1920
20750,1903
20760,1917
20770,1921
20780,1924
20790,1919
20800,1914
20810,1920
20820,1923
20830,1926
20840,1934
20850,1975
20860,1919
20870,1936
20880,1919
20890,1929
20900,1911
20910,1911
20920,1922
20930,1915
20940,1904
20950,1927
20960,1911
20970,1914
20980,1929
20990,1919
21000,1927
21010,1918
21020,1934
21030,1920
21040,1915
21050,1915
21060,1925
21070,1923
21080,1913
21090,1921
21100,1922
21110,1920
21120,1908
21130,1921
21140,1907
21150,1906
21160,1908
21170,1927
21180,1922
21190,1915
21200,1910
21210,1909
21220,1920
21230,1918
21240,1919
21250,1922
21260,1914
21270,1906
21280,1921
21290,1919
21300,1925
21310,1911
21320,1920
21330,1934
21340,1906
21350,1936
21360,1914
21370,1932
21380,1923
21390,1916
21400,1913
21410,1919
21420,1918
21430,1905
21440,1919
21450,2322
21460,1984
21470,1935
21480,1922
21490,1918
21500,1921
21510,1936
21520,1930
21530,1917
21540,1925
21550,1921
21560,1920
21570,1929
21580,1919
21590,1911
21600,1919
21610,1910
21620,1907
21630,1910
21640,1933
21650,1920
21660,1921
21670,1917
21680,1932
21690,1936
21700,1931
21710,1924
21720,1921
21730,1920
21740,1926
21750,1919
21760,1916
21770,1911
21780,1915
21790,1904
21800,1919
21810,1920
21820,1919
21830,1910
21840,1989
21850,1933
21860,1911
21870,1923
21880,1936
21890,1925
21900,1927
21910,1926
21920,1904
21930,1878
21940,1933
21950,1919
21960,1911
21970,1907
21980,1926
21990,1913
22000,1911
22010,1922
22020,1916
22030,1909
22040,1914
22050,1909
22060,1932
22070,1973
22080,1935
22090,1923
22100,1909
22110,1916
22120,1917
22130,1919
22140,1930
22150,1914
22160,1905
22170,1922
22180,1925
22190,1931
22200,1920
22210,1921
22220,1911
22230,1914
22240,1919
22250,1914
22260,1916
22270,1929
22280,1931
22290,1902
22300,1920
22310,1914
22320,1921
22330,1926
22340,1917
22350,1915
22360,1921
22370,1919
22380,1931
22390,1917
22400,1919
22410,1921
22420,1920
22430,1907
22440,1907
22450,1919
22460,1919
22470,1909
22480,1904
22490,1920
22500,1921
22510,1930
22520,1918
22530,1919
22540,1916
22550,1918
22560,1921
22570,1925
22580,1899
22590,1936
22600,1910
22610,1913
22620,1909
22630,1883
22640,1917
22650,1925
22660,1920
22670,1937
22680,1988
22690,1910
22700,1922
22710,1919
22720,1927
22730,1889
22740,1918
22750,1922
22760,1910
22770,1935
22780,1890
22790,1921
22800,1926
22810,1931
22820,1911
22830,1935
22840,1917
22850,1927
22860,1894
22870,1921
22880,1917
22890,1920
22900,1920
22910,1927
22920,1931
22930,1936
22940,1904
22950,1917
22960,1920
22970,1925
22980,1914
22990,1923
23000,1917
23010,1920
23020,1921
23030,1930
23040,1932
23050,1921
23060,1918
23070,1910
23080,1909
23090,1920
23100,1908
23110,1905
23120,1906
23130,1939
23140,1918
23150,1917
23160,1909
23170,1914
23180,1915
23190,1914
23200,1907
23210,1913
23220,1919
23230,1869
23240,1917
23250,1913
23260,1915
23270,1919
23281,2311
23290,1986
23300,1911
23310,1925
23320,1886
23330,1816
23340,1907
23350,1910
23360,1920
23370,1907
23380,1920
23390,1934
23400,1923
23410,1915
23420,1914
23430,1910
23440,1922
23450,1913
